cpt_code,description,facility_rate
26600,Treat metacarpal fracture,302.1075
26605,Treat metacarpal fracture,313.52045000000004
26607,Treat metacarpal fracture,499.82007500000003
26608,Treat metacarpal fracture,466.5882500000001
26615,Treat metacarpal fracture,550.507
26641,Treat thumb dislocation,386.02625
26645,Treat thumb fracture,393.74677500000007
26650,Treat thumb fracture,472.96607500000005
26665,Treat thumb fracture,580.71775
26670,Treat hand dislocation,359.17225
26675,Treat hand dislocation,421.2721250000001
26676,Pin hand dislocation,491.42820000000006
26685,Treat hand dislocation,538.087025
26686,Treat hand dislocation,595.48745
26700,Treat knuckle dislocation,350.10902500000003
26705,Treat knuckle dislocation,398.446225
26706,Pin knuckle dislocation,420.2651
26715,Treat knuckle dislocation,547.8216000000001
26720,Treat finger fracture each,206.10445
26725,Treat finger fracture each,323.5907
26727,Treat finger fracture each,459.20340000000004
26735,Treat finger fracture each,567.29075
26740,Treat finger fracture each,227.25197500000002
26742,Treat finger fracture each,342.3885
26746,Treat finger fracture each,691.826175
26750,Treat finger fracture each,209.46120000000002
26755,Treat finger fracture each,300.76480000000004
26756,Pin finger fracture each,416.90835000000004
26765,Treat finger fracture each,489.078475
26770,Treat finger dislocation,309.15667500000006
26775,Treat finger dislocation,359.17225
26776,Pin finger dislocation,437.04885
26785,Treat finger dislocation,527.00975
26820,Thumb fusion with graft,818.0399750000001
26841,Fusion of thumb,754.933075
26842,Thumb fusion with graft,820.054025
26843,Fusion of hand joint,773.3952
26844,Fusion/graft of hand joint,844.8939750000001
26850,Fusion of knuckle,709.952625
26852,Fusion of knuckle with graft,799.242175
26860,Fusion of finger joint,609.5858000000001
26861,Fusion of finger jnt add-on,87.27550000000001
26862,Fusion/graft of finger joint,741.1704
26863,Fuse/graft added joint,192.67745000000002
26910,Amputate metacarpal bone,744.1914750000001
26951,Amputation of finger/thumb,702.9034500000001
26952,Amputation of finger/thumb,671.014325
26990,Drainage of pelvis lesion,663.9651500000001
26991,Drainage of pelvis bursa,494.1136000000001
26992,Drainage of bone lesion,949.624575
27000,Tenotomy adductor hip perq,364.207375
27001,Tenotomy adductor hip open,516.603825
27003,Tnot adductr subq opn neurct,574.339925
27005,Tenotomy hip flexor open,677.39215
27006,Tenotomy abductor&/xtnsr hip,655.90895
27025,Fasciotomy hip/thigh any typ,883.4966000000001
27027,Dcmprn fasct pel compartment,813.6762
27030,Arthrotomy hip w/drainage,865.034475
27033,Arthrt hip expl/rmv loose/fb,897.9306250000001
27035,Denervation of hip joint,1040.5925
27036,Capsulectomy/capsulotomy hip,947.610525
27040,Biopsy of soft tissues,183.614225
27041,Biopsy of soft tissues,658.258675
27043,Exc hip pelvis les sc 3 cm/>,456.18232500000005
27045,Exc hip/pelv tum deep 5 cm/>,695.1829250000001
27047,Exc hip/pelvis les sc < 3 cm,353.465775
27048,Exc hip/pelv tum deep < 5 cm,589.780975
27049,Resect hip/pelv tum < 5 cm,1298.3909
27050,Biopsy of sacroiliac joint,401.80297500000006
27052,Biopsy of hip joint,559.23455
27054,Removal of hip joint lining,654.5662500000001
27057,Buttock fasciotomy w/dbrdmt,925.4559750000001
27059,Resect hip/pelv tum 5 cm/>,1651.8566750000002
27060,Removal of ischial bursa,452.825575
27062,Remove femur lesion/bursa,435.0348000000001
27065,Remove hip bone les super,510.8973500000001
27066,Remove hip bone les deep,762.3179250000001
27067,Remove/graft hip bone lesion,962.0445500000001
27070,Part remove hip bone super,830.1242750000001
27071,Part removal hip bone deep,920.756525
27075,Resect hip tumor,1867.6957000000002
27076,Resect hip tum incl acetabul,2243.987375
27077,Resect hip tum w/innom bone,2495.4079500000003
27078,Rsect hip tum incl femur,1842.8557500000002
27080,Removal of tail bone,503.17682500000006
27086,Remove hip foreign body,168.17317500000001
27087,Remove hip foreign body,599.5155500000001
27090,Removal of hip prosthesis,777.087625
27091,Removal of hip prosthesis,1444.4095250000003
27093,Injection for hip x-ray,58.071775
27095,Injection for hip x-ray,70.156075
27096,Inject sacroiliac joint,74.18417500000001
27097,Revision of hip tendon,647.1814
27098,Transfer tendon to pelvis,661.27975
27100,Transfer of abdominal muscle,782.1227500000001
27105,Transfer of spinal muscle,816.697275
27110,Transfer of iliopsoas muscle,903.6371000000001
27111,Transfer of iliopsoas muscle,844.8939750000001
27120,Reconstruction of hip socket,1188.625175
27122,Reconstruction of hip socket,1015.7525500000002
27125,Partial hip replacement,1040.9281750000002
27130,Total hip arthroplasty,1167.813325
27132,Total hip arthroplasty,1511.5445250000002
27134,Revise hip joint replacement,1703.8863000000001
27137,Revise hip joint replacement,1324.2378750000003
27138,Revise hip joint replacement,1373.9177750000001
27140,Transplant femur ridge,834.48805
27146,Incision of hip bone,1174.8625000000002
27147,Revision of hip bone,1332.6297500000003
27151,Incision of hip bones,1435.6819750000002
27156,Revision of hip bones,1541.083925
27158,Revision of pelvis,1273.886625
27161,Incision of neck of femur,1121.1545
27165,Incision/fixation of femur,1265.830425
27170,Repair/graft femur head/neck,1070.4675750000001
27175,Treat slipped epiphysis,624.0198250000001
27176,Treat slipped epiphysis,861.006375
27177,Treat slipped epiphysis,1031.529275
27178,Treat slipped epiphysis,861.006375
27179,Revise head/neck of femur,908.33655
27181,Treat slipped epiphysis,1037.571425
27185,Revision of femur epiphysis,680.413225
27187,Reinforce hip bones,924.4489500000001
27197,Clsd tx pelvic ring fx,124.19975000000001
27198,Clsd tx pelvic ring fx,285.659425
27200,Treat tail bone fracture,201.740675
27202,Treat tail bone fracture,499.148725
27220,Treat hip socket fracture,392.40407500000003
27222,Treat hip socket fracture,920.085175
27226,Treat hip wall fracture,972.1148000000001
27227,Treat hip fracture(s),1496.7748250000002
27228,Treat hip fracture(s),1694.1517250000002
27230,Treat thigh fracture,475.3158
27232,Treat thigh fracture,700.2180500000001
27235,Treat thigh fracture,840.5302
27236,Treat thigh fracture,1095.3075250000002
27238,Treat thigh fracture,459.87475
27240,Treat thigh fracture,902.630075
27244,Treat thigh fracture,1126.860975
27245,Treat thigh fracture,1123.8399
27246,Treat thigh fracture,379.31275000000005
27248,Treat thigh fracture,689.1407750000001
27250,Treat hip dislocation,175.55802500000001
27252,Treat hip dislocation,722.0369250000001
27253,Treat hip dislocation,874.0977
27254,Treat hip dislocation,1162.7782000000002
27256,Treat hip dislocation,263.1692
27257,Treat hip dislocation,331.311225
27258,Treat hip dislocation,1024.1444250000002
27259,Treat hip dislocation,1407.485275
27265,Treat hip dislocation,495.79197500000004
27266,Treat hip dislocation,560.57725
27267,Cltx thigh fx,433.35642500000006
27268,Cltx thigh fx w/mnpj,518.9535500000001
27269,Optx thigh fx,1126.860975
27275,Manipulation of hip joint,179.586125
27278,Arthrd si jt plmt iartic dev,441.41262500000005
27279,Arthrd si jt plmt tartclr dv,762.3179250000001
27280,Arthr si jt opn b1grf instrm,1289.999025
27282,Arthrodesis symphysis pubis,807.2983750000001
27284,Arthrodesis hip joint,1443.4025000000001
27286,Arthrd hip jt sbtrchc osteot,1488.0472750000001
27290,Amputation of leg at hip,1473.948925
27295,Amputation of leg at hip,1152.7079500000002
27301,Drain thigh/knee lesion,487.4001
27303,Drainage of bone lesion,606.9004
27305,Incise thigh tendon & fascia,466.5882500000001
27306,Incision of thigh tendon,326.611775
27307,Incision of thigh tendons,377.97005
27310,Exploration of knee joint,692.497525
27323,Biopsy thigh soft tissues,158.4386
27324,Biopsy thigh soft tissues,404.4883750000001
27325,Neurectomy hamstring,543.12215
27326,Neurectomy popliteal,506.86925
27327,Exc thigh/knee les sc < 3 cm,310.49937500000004
27328,Exc thigh/knee tum deep <5cm,593.137725
27329,Resect thigh/knee tum < 5 cm,970.7721000000001
27330,Biopsy knee joint lining,414.8943
27331,Explore/treat knee joint,461.8888
27332,Removal of knee cartilage,617.9776750000001
27333,Removal of knee cartilage,567.29075
27334,Remove knee joint lining,653.22355
27335,Remove knee joint lining,722.7082750000001
27337,Exc thigh/knee les sc 3 cm/>,410.19485000000003
27339,Exc thigh/knee tum dep 5cm/>,718.0088250000001
27340,Removal of kneecap bursa,371.59222500000004
27345,Removal of knee cyst,470.61635
27347,Remove knee cyst,510.5616750000001
27350,Removal of kneecap,623.348475
27355,Remove femur lesion,580.382075
27356,Remove femur lesion/graft,700.2180500000001
27357,Remove femur lesion/graft,770.374125
27358,Remove femur lesion/fixation,237.6579
27360,Partial removal leg bone(s),861.006375
27364,Resect thigh/knee tum 5 cm/>,1437.696025
27365,Resect femur/knee tumor,1846.2125
27369,Njx cntrst kne arthg/ct/mri,34.238850000000006
27372,Removal of foreign body,393.41110000000003
27380,Repair of kneecap tendon,600.85825
27381,Repair/graft kneecap tendon,779.1016750000001
27385,Repair of thigh muscle,591.4593500000001
27386,Repair/graft of thigh muscle,811.3264750000001
27390,Incision of thigh tendon,422.95050000000003
27391,Incision of thigh tendons,554.5351
27392,Incision of thigh tendons,677.0564750000001
27393,Lengthening of thigh tendon,479.3439
27394,Lengthening of thigh tendons,622.34145
27395,Lengthening of thigh tendons,826.43185
27396,Transplant of thigh tendon,591.4593500000001
27397,Transplants of thigh tendons,860.6707000000001
27400,Revise thigh muscles/tendons,662.286775
27403,Repair of knee cartilage,613.6139000000001
27405,Repair of knee ligament,640.4679
27407,Repair of knee ligament,751.912
27409,Repair of knee ligaments,900.616025
27412,Autochondrocyte implant knee,1502.145625
27415,Osteochondral knee allograft,1264.8234
27416,Osteochondral knee autograft,906.9938500000001
27418,Repair degenerated kneecap,767.0173750000001
27420,Revision of unstable kneecap,708.6099250000001
27422,Revision of unstable kneecap,702.2321000000001
27424,Revision/removal of kneecap,707.6029
27425,Lat retinacular release open,445.10505
27427,Reconstruction knee,665.9792
27428,Reconstruction knee,1045.627625
27429,Reconstruction knee,1177.8835750000003
27430,Revision of thigh muscles,702.5677750000001
27435,Incision of knee joint,764.331975
27437,Revise kneecap,628.0479250000001
27438,Revise kneecap with implant,785.8151750000001
27440,Revision of knee joint,749.562275
27441,Revision of knee joint,772.3881750000002
27442,Revision of knee joint,808.9767500000002
27443,Revision of knee joint,765.674675
27446,Revision of knee joint,1052.6768
27447,Total knee arthroplasty,1165.127925
27448,Incision of thigh,766.346025
27450,Incision of thigh,933.1765000000001
27454,Realignment of thigh bone,1187.282475
27455,Realignment of knee,897.2592750000001
27457,Realignment of knee,884.5036250000002
27458,Osteot femur imed lngth dev,1740.1392000000003
27465,Shortening of thigh bone,1300.069275
27466,Lengthening of thigh bone,1376.2675000000002
27470,Repair of thigh,1090.608075
27472,Repair/graft of thigh,1161.771175
27475,Surgery to stop leg growth,630.3976500000001
27477,Surgery to stop leg growth,690.81915
27479,Surgery to stop leg growth,853.621525
27485,Surgery to stop leg growth,636.4398000000001
27486,Revise/replace knee joint,1281.2714750000002
27487,Revise/replace knee joint,1582.3719500000002
27488,Removal of knee prosthesis,1105.3777750000002
27495,Reinforce thigh,1040.9281750000002
27496,Decompression of thigh/knee,533.72325
27497,Decompression of thigh/knee,554.5351
27498,Decompression of thigh/knee,628.0479250000001
27499,Decompression of thigh/knee,666.9862250000001
27500,Treatment of thigh fracture,467.25960000000003
27501,Treatment of thigh fracture,482.02930000000003
27502,Treatment of thigh fracture,756.2757750000001
27503,Treatment of thigh fracture,754.2617250000001
27506,Treatment of thigh fracture,1229.24185
27507,Treatment of thigh fracture,887.8603750000001
27508,Treatment of thigh fracture,491.0925250000001
27509,Treatment of thigh fracture,655.90895
27510,Treatment of thigh fracture,676.0494500000001
27511,Treatment of thigh fracture,905.315475
27513,Treatment of thigh fracture,1112.42695
27514,Treatment of thigh fracture,879.4685000000001
27516,Treat thigh fx growth plate,480.01525000000004
27517,Treat thigh fx growth plate,656.915975
27519,Treat thigh fx growth plate,815.0189000000001
27520,Treat kneecap fracture,312.51342500000004
27524,Treat kneecap fracture,708.6099250000001
27530,Treat knee fracture,302.443175
27532,Treat knee fracture,558.5632
27535,Treat knee fracture,819.3826750000001
27536,Treat knee fracture,1096.31455
27538,Treat knee fracture(s),452.825575
27540,Treat knee fracture,766.346025
27550,Treat knee dislocation,525.66705
27552,Treat knee dislocation,609.250125
27556,Treat knee dislocation,802.5989250000001
27557,Treat knee dislocation,947.9462
27558,Treat knee dislocation,1072.8173000000002
27560,Treat kneecap dislocation,400.12460000000004
27562,Treat kneecap dislocation,478.67255
27566,Treat kneecap dislocation,830.7956250000001
27570,Fixation of knee joint,150.71807500000003
27580,Fusion of knee,1361.4978
27590,Amputate leg at thigh,724.7223250000001
27591,Amputate leg at thigh,893.56685
27592,Amputate leg at thigh,631.404675
27594,Amputation follow-up surgery,480.3509250000001
27596,Amputation follow-up surgery,663.2938000000001
27598,Amputate lower leg at knee,648.5241000000001
27600,Decompression of lower leg,377.63437500000003
27601,Decompression of lower leg,420.2651
27602,Decompression of lower leg,446.112075
27603,Drain lower leg lesion,373.2706
27604,Drain lower leg bursa,318.21990000000005
27605,Incision of achilles tendon,174.21532500000004
27606,Incision of achilles tendon,256.120025
27607,Treat lower leg bone lesion,569.9761500000001
27610,Explore/treat ankle joint,612.6068750000001
27612,Exploration of ankle joint,544.129175
27613,Biopsy lower leg soft tissue,151.7251
27614,Biopsy lower leg soft tissue,393.74677500000007
27615,Resect leg/ankle tum < 5 cm,947.610525
27616,Resect leg/ankle tum 5 cm/>,1164.456575
27618,Exc leg/ankle tum < 3 cm,299.75777500000004
27619,Exc leg/ankle tum deep <5 cm,438.39155000000005
27620,Explore/treat ankle joint,437.7202
27625,Remove ankle joint lining,550.8426750000001
27626,Remove ankle joint lining,566.9550750000001
27630,Removal of tendon lesion,348.43065000000007
27632,Exc leg/ankle les sc 3 cm/>,395.089475
27634,Exc leg/ankle tum dep 5 cm/>,626.36955
27635,Remove lower leg bone lesion,548.4929500000001
27637,Remove/graft leg bone lesion,711.295325
27638,Remove/graft leg bone lesion,702.2321000000001
27640,Partial removal of tibia,772.3881750000002
27641,Partial removal of fibula,612.9425500000001
27645,Resect tibia tumor,1597.14165
27646,Resect fibula tumor,1396.7436750000002
27647,Resect talus/calcaneus tum,911.6933
27648,Injection for ankle x-ray,43.973425000000006
27650,Repair achilles tendon,627.3765750000001
27652,Repair/graft achilles tendon,619.65605
27654,Repair of achilles tendon,679.4062
27656,Repair leg fascia defect,322.583675
27658,Repair of leg tendon each,358.83657500000004
27659,Repair of leg tendon each,448.797475
27664,Repair of leg tendon each,345.74525000000006
27665,Repair of leg tendon each,401.4673000000001
27675,Repair lower leg tendons,471.62337500000007
27676,Repair lower leg tendons,577.0253250000001
27680,Release of lower leg tendon,410.53052500000007
27681,Release of lower leg tendons,492.09955
27685,Revision of lower leg tendon,445.7764
27686,Revise lower leg tendons,505.52655000000004
27687,Revision of calf tendon,436.37750000000005
27690,Revise lower leg tendon,611.264175
27691,Revise lower leg tendon,705.9245250000001
27692,Revise additional leg tendon,89.96090000000001
27695,Repair of ankle ligament,467.93095
27696,Repair of ankle ligaments,512.9114000000001
27698,Repair of ankle ligament,599.8512250000001
27700,Revision of ankle joint,672.6927000000001
27702,Reconstruct ankle joint,889.53875
27703,Reconstruction ankle joint,1022.801725
27704,Removal of ankle implant,532.044875
27705,Osteotomy tibia,696.18995
27707,Osteotomy fibula,394.41812500000003
27709,Osteotomy tibia & fibula,1056.3692250000001
27712,Osteot mlt relignmt imed rod,1021.7947000000001
27713,Osteot tibia imed lngth dev,1762.629425
27715,Ostpl tibfib lngth/shrt,1368.8826500000002
27720,Repair of tibia,815.3545750000001
27722,Repair/graft of tibia,837.509125
27724,Repair/graft of tibia,1140.287975
27725,Repair of lower leg,1129.2107
27726,Repair fibula nonunion,879.4685000000001
27727,Repair of lower leg,962.7159
27730,Repair of tibia epiphysis,563.9340000000001
27732,Repair of fibula epiphysis,444.09802500000006
27734,Repair lower leg epiphyses,625.362525
27740,Repair of leg epiphyses,670.6786500000001
27742,Repair of leg epiphyses,734.1212250000001
27745,Reinforce tibia,682.0916000000001
27750,Treatment of tibia fracture,335.33932500000003
27752,Treatment of tibia fracture,503.17682500000006
27756,Treatment of tibia fracture,567.29075
27758,Treatment of tibia fracture,837.509125
27759,Treatment of tibia fracture,922.770575
27760,Cltx medial ankle fx,321.24097500000005
27762,Cltx med ankle fx w/mnpj,493.106575
27766,Optx medial ankle fx,582.7318
27767,Cltx post ankle fx,302.1075
27768,Cltx post ankle fx w/mnpj,444.43370000000004
27769,Optx post ankle fx,679.0705250000001
27780,Treatment of fibula fracture,299.4221
27781,Treatment of fibula fracture,409.85917500000005
27784,Treatment of fibula fracture,676.385125
27786,Treatment of ankle fracture,295.05832499999997
27788,Treatment of ankle fracture,416.237
27792,Treatment of ankle fracture,610.9285
27808,Treatment of ankle fracture,321.57665000000003
27810,Treatment of ankle fracture,466.5882500000001
27814,Treatment of ankle fracture,718.0088250000001
27816,Treatment of ankle fracture,315.19882500000006
27818,Treatment of ankle fracture,478.67255
27822,Treatment of ankle fracture,830.45995
27823,Treatment of ankle fracture,927.8057000000001
27824,Treat lower leg fracture,319.226925
27825,Treat lower leg fracture,481.35795
27826,Treat lower leg fracture,817.03295
27827,Treat lower leg fracture,1058.3832750000001
27828,Treat lower leg fracture,1236.291025
27829,Treat lower leg joint,676.385125
27830,Treat lower leg dislocation,362.52900000000005
27831,Treat lower leg dislocation,404.82405000000006
27832,Treat lower leg dislocation,720.35855
27840,Treat ankle dislocation,455.17530000000005
27842,Treat ankle dislocation,493.44225
27846,Treat ankle dislocation,678.3991750000001
27848,Treat ankle dislocation,741.506075
27860,Fixation of ankle joint,155.417525
27870,Fusion of ankle joint open,932.5051500000001
27871,Fusion of tibiofibular joint,650.202475
27880,Amputation of lower leg,826.767525
27881,Amputation of lower leg,762.6536
27882,Amputation of lower leg,555.20645
27884,Amputation follow-up surgery,550.507
27886,Amputation follow-up surgery,604.88635
27888,Amputation of foot at ankle,535.7373000000001
27889,Ankle disarticulation,600.5225750000001
27892,Decompression of leg,520.631925
27893,Decompression of leg,590.4523250000001
27894,Decompression of leg,760.9752250000001
28001,Drainage of bursa of foot,87.27550000000001
28002,Treatment of foot infection,127.89217500000001
28003,Treatment of foot infection,231.95142500000003
28005,Treat foot bone lesion,537.4156750000001
28008,Incision of foot fascia,277.603225
28010,Incision of toe tendon,199.055275
28011,Incision of toe tendons,265.8546
28020,Exploration of foot joint,352.79442500000005
28022,Exploration of foot joint,315.53450000000004
28024,Exploration of toe joint,299.4221
28035,Decompression of tibia nerve,345.409575
28039,Exc foot/toe tum sc 1.5 cm/>,316.8772
28041,Exc foot/toe tum dep 1.5cm/>,423.286175
28043,Exc foot/toe tum sc < 1.5 cm,248.73517500000003
28045,Exc foot/toe tum deep <1.5cm,330.97555
28046,Resect foot/toe tumor < 3 cm,664.972175
28047,Resect foot/toe tumor 3 cm/>,962.0445500000001
28050,Biopsy of foot joint lining,264.5119
28052,Biopsy of foot joint lining,243.70005
28054,Biopsy of toe joint lining,223.55955000000003
28055,Neurectomy foot,373.60627500000004
28060,Partial removal foot fascia,345.409575
28062,Removal of foot fascia,386.02625
28070,Removal of foot joint lining,329.63285
28072,Removal of foot joint lining,313.856125
28080,Removal of foot lesion,371.59222500000004
28086,Excise foot tendon sheath,337.353375
28088,Excise foot tendon sheath,286.66645
28090,Removal of foot lesion,296.06535
28092,Removal of toe lesions,262.162175
28100,Removal of ankle/heel lesion,405.4954
28102,Remove/graft foot lesion,586.08855
28103,Remove/graft foot lesion,363.53602500000005
28104,Removal of foot lesion,341.04580000000004
28106,Remove/graft foot lesion,398.78190000000006
28107,Remove/graft foot lesion,326.611775
28108,Removal of toe lesions,275.58917500000007
28110,Part removal of metatarsal,283.645375
28111,Part removal of metatarsal,303.78587500000003
28112,Part removal of metatarsal,298.41507500000006
28113,Part removal of metatarsal,408.516475
28114,Removal of metatarsal heads,801.5919
28116,Revision of foot,488.07145
28118,Removal of heel bone,407.84512500000005
28119,Removal of heel spur,347.7593
28120,Part removal of ankle/heel,470.952025
28122,Partial removal of foot bone,418.58672500000006
28124,Partial removal of toe,319.56260000000003
28126,Partial removal of toe,239.336275
28130,Removal of ankle bone,601.865275
28140,Removal of metatarsal,398.11055
28150,Removal of toe,266.861625
28153,Partial removal of toe,252.091925
28160,Partial removal of toe,256.791375
28171,Resect tarsal tumor,1017.430925
28173,Resect metatarsal tumor,669.000275
28175,Resect phalanx of toe tumor,439.0629
28190,Removal of foot foreign body,128.22785000000002
28192,Removal of foot foreign body,295.05832499999997
28193,Removal of foot foreign body,342.72417500000006
28200,Repair of foot tendon,314.527475
28202,Repair/graft of foot tendon,408.85215
28208,Repair of foot tendon,311.170725
28210,Repair/graft of foot tendon,399.45325
28220,Release of foot tendon,290.02320000000003
28222,Release of foot tendons,350.780375
28225,Release of foot tendon,252.4276
28226,Release of foot tendons,392.73975
28230,Incision of foot tendon(s),271.22540000000004
28232,Incision of toe tendon,232.2871
28234,Incision of foot tendon,262.162175
28238,Revision of foot tendon,461.553125
28240,Release of big toe,278.27457499999997
28250,Revision of foot fascia,388.71165
28260,Release of midfoot joint,511.56870000000004
28261,Revision of foot tendon,789.8432750000001
28262,Revision of foot and ankle,1038.914125
28264,Release of midfoot joint,656.915975
28270,Release of foot contracture,319.56260000000003
28272,Release of toe joint each,240.678975
28280,Fusion of toes,323.5907
28285,Repair of hammertoe,372.59925000000004
28286,Repair of hammertoe,279.2816
28288,Partial removal of foot bone,418.58672500000006
28289,Corrj halux rigdus w/o implt,441.07695000000007
28291,Corrj halux rigdus w/implt,445.10505
28292,Cor hlx vlgs rsc prx phlx bs,462.22447500000004
28295,Cor hlx vlgs prx mtar osteot,565.612375
28296,Cor hlx vlgs dstl mtar osteo,486.72875000000005
28297,Cor hlx vlgs jt arthrd,564.60535
28298,Cor hlx vlgs prx phlx osteot,485.72172500000005
28299,Cor hlx vlgs double osteot,566.2837250000001
28300,Incision of heel bone,614.28525
28302,Incision of ankle bone,677.39215
28304,Incision of midfoot bones,584.4101750000001
28305,Incise/graft midfoot bones,628.3836
28306,Incision of metatarsal,387.7046250000001
28307,Incision of metatarsal,499.82007500000003
28308,Incision of metatarsal,373.60627500000004
28309,Incision of metatarsals,839.8588500000001
28310,Revision of big toe,351.45172500000007
28312,Revision of toe,348.43065000000007
28313,Repair deformity of toe,348.43065000000007
28315,Removal of sesamoid bone,312.51342500000004
28320,Repair of foot bones,580.71775
28322,Repair of metatarsals,543.12215
28340,Resect enlarged toe tissue,382.6695
28341,Resect enlarged toe,452.825575
28344,Repair extra toe(s),265.18325000000004
28345,Repair webbed toe(s),340.37445
28360,Reconstruct cleft foot,1030.1865750000002
28400,Cltx calcaneal fx w/o mnpj,235.308175
28405,Cltx calcaneal fx w/mnpj,401.80297500000006
28406,Prq skel fix clcnl fx w/mnpj,552.185375
28415,Optx calcaneal fracture,1054.0195
28420,Optx calcaneal fx w/bone grf,1214.807825
28430,Cltx talus fracture w/o mnpj,217.85307500000002
28435,Cltx talus fracture w/mnpj,330.639875
28436,Prq skel fix talus fx w/mnpj,499.48440000000005
28445,Optx talus fracture,981.178025
28446,Opn osteochondrl agrft talus,1131.22475
28450,Tx tarsal b1 fx w/o mnpj ea,195.36285000000004
28455,Tx tarsal b1 fx w/mnpj each,222.21685000000002
28456,Prq skel fix tarsl fx w/mnpj,385.35490000000004
28465,Optx tarsal bone fx each,622.677125
28470,Cltx metatarsal fx wo mnp ea,209.79687500000003
28475,Cltx metatarsal fx w/mnpj ea,225.5736
28476,Prq skel fix metar fx w/mnpj,389.718675
28485,Optx metatarsal fx each,544.8005250000001
28490,Treat big toe fracture,132.9273
28495,Treat big toe fracture,155.08185
28496,Treat big toe fracture,282.302675
28505,Treat big toe fracture,472.96607500000005
28510,Treatment of toe fracture,125.54245000000002
28515,Treatment of toe fracture,145.68295
28525,Treat toe fracture,387.7046250000001
28530,Treat sesamoid bone fracture,103.723575
28531,Treat sesamoid bone fracture,175.55802500000001
28540,Treat foot dislocation,171.86560000000003
28545,Treat foot dislocation,278.61025000000006
28546,Treat foot dislocation,359.50792500000006
28555,Repair foot dislocation,614.9566000000001
28570,Treat foot dislocation,206.10445
28575,Treat foot dislocation,343.395525
28576,Treat foot dislocation,388.37597500000004
28585,Repair foot dislocation,679.0705250000001
28600,Treat foot dislocation,158.77427500000002
28605,Treat foot dislocation,313.856125
28606,Treat foot dislocation,389.047325
28615,Repair foot dislocation,797.2281250000001
28630,Treat toe dislocation,111.4441
28635,Treat toe dislocation,123.52840000000002
28636,Treat toe dislocation,218.524425
28645,Repair toe dislocation,463.5671750000001
28660,Treat toe dislocation,101.37385
28665,Treat toe dislocation,120.50732500000001
28666,Treat toe dislocation,164.816425
28675,Repair of toe dislocation,396.09650000000005
28705,Arthrodesis pantalar,1112.0912750000002
28715,Arthrodesis triple,888.1960500000001
28725,Arthrodesis subtalar,732.778525
28730,Fusion of foot bones,681.755925
28735,Fusion of foot bones,732.107175
28737,Revision of foot bones,635.0971000000001
28740,Fusion of foot bones,580.382075
28750,Fusion of big toe joint,539.09405
28755,Fusion of big toe joint,469.60932500000007
28760,Fusion of big toe joint,539.4297250000001
28800,Amputation of midfoot,493.77792500000004
28805,Amputation thru metatarsal,652.5522000000001
28810,Amputation toe & metatarsal,398.78190000000006
28820,Amputation of toe,162.4667
28825,Partial amputation of toe,157.0959
28890,Hi enrgy eswt plantar fascia,206.77580000000003
29000,Appl halo type body cast,211.47525000000002
29010,Appl risser jacket body only,154.074825
29015,Appl rissr jacket bdy w/head,170.858575
29035,Appl body cast sho to hips,139.6408
29040,Appl bdy cst sho to hip head,165.82345000000004
29044,Appl bdy cst sho to hip 1thi,161.124
29046,Appl bdy cst sho to hip b th,179.586125
29049,Appl cast figure-of-eight,67.470675
29055,Appl cast shoulder spica,131.920275
29058,Appl cast plaster velpeau,87.94685000000001
29065,Appl cst sho to hand lng arm,64.785275
29075,Appl cst elbw fngr short arm,59.07880000000001
29085,Appl cast hand&lwr forearm,63.77825
29086,Application cast finger,46.32315
29105,Application long arm splint,37.931275
29125,Appl short arm splint static,41.288025000000005
29126,Appl short arm splint dyn,45.65180000000001
29130,Appl finger splint static,25.846975000000004
29131,Appl finger splint dynamic,31.217775000000003
29200,Strapping thorax,15.441050000000002
29240,Strapping of shoulder,15.441050000000002
29260,Strapping of elbow or wrist,15.776725
29280,Strapping of hand or finger,17.119425000000003
29305,Appl hip spica cast 1 leg,152.39645000000002
29325,Appl hip spica cast1&1/2,169.1802
29345,Application of long leg cast,91.97495000000002
29355,Appl long leg cast walker,97.34575000000001
29358,Appl long leg cast brace,96.33872500000001
29365,Appl cylinder cast,82.57605000000001
29405,Appl short leg cast,56.057725000000005
29425,Appl short leg cast walking,51.358275000000006
29435,Appl patllr tdn bearing cast,81.56902500000001
29440,Adding walker to prev cast,25.846975000000004
29445,Appl rigid tot cntc leg cast,90.96792500000001
29450,Application clubfoot cast,100.36682500000002
29505,Application long leg splint,55.0507
29515,Application short leg splint,50.015575000000005
29520,Strapping of hip,15.441050000000002
29530,Strapping of knee,15.441050000000002
29540,Strapping ankle &/foot,15.441050000000002
29550,Strapping of toes,9.734575
29580,Strapping unna boot,23.49725
29581,Appl multlayer cmprn sys leg,23.161575
29584,Appl mltlay cmprn sys up arm,13.427000000000001
29700,Rmvl/bivlv gauntlet boot/cst,30.210750000000004
29705,Rmvl/bivlv full arm/leg cast,40.95235
29710,Rmvl/bivlv sho/hip spica,72.841475
29720,Repair spica body cst/jacket,38.9383
29730,Windowing of cast,38.9383
29740,Wedging of cast,60.757175000000004
29750,Wedging of clubfoot cast,67.80635000000001
29800,Jaw arthroscopy/surgery,511.23302500000005
29804,Jaw arthroscopy/surgery,544.46485
29805,Sho arthrs dx +- synovial bx,451.1472
29806,Sho arthrs srg capsulorraphy,977.821275
29807,Sho arthrs srg rpr slap les,956.67375
